age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,native.country,income
19,3,15,4,7,3,1,0,35,1,0
37,2,11,0,12,3,4,1,45,0,0
25,2,11,4,4,3,4,1,40,0,0
32,2,9,4,0,1,4,0,48,0,0
18,4,1,4,2,3,4,1,40,0,0
25,2,11,4,13,4,4,1,40,1,0
53,2,15,2,2,0,4,1,40,0,0
33,2,10,2,9,0,4,1,60,0,1
27,2,9,4,2,1,4,1,45,0,0
24,5,11,2,10,0,4,1,40,0,0
54,4,5,2,6,0,4,1,50,0,0
23,2,15,4,11,1,4,0,30,0,0
45,2,8,6,0,1,1,0,40,0,0
36,2,15,2,3,5,4,0,35,0,1
24,2,11,4,13,4,2,1,40,0,0
50,2,11,3,5,4,4,0,40,0,0
58,2,9,6,3,4,4,0,40,0,0
44,3,11,2,7,0,2,1,48,0,0
24,2,9,4,11,3,1,1,55,0,0
34,2,7,2,2,0,4,1,44,0,0
40,2,7,4,12,1,2,1,40,0,0
53,2,9,0,0,4,4,0,40,0,0
24,2,11,4,0,3,4,0,40,0,0
26,2,15,2,2,0,4,1,45,0,0
22,2,7,4,5,3,4,1,40,0,0
36,2,11,2,2,0,4,1,40,0,0
36,2,9,2,9,0,4,1,45,1,1
43,1,9,2,9,5,4,0,28,0,0
60,2,5,2,5,0,4,1,40,0,0
34,4,5,4,5,4,2,1,10,0,0
46,2,15,2,0,0,4,1,40,0,0
46,1,9,2,13,0,2,1,40,0,0
69,2,11,2,7,0,4,1,20,0,0
32,2,0,2,2,0,4,1,40,0,1
40,1,9,4,9,1,4,1,50,0,1
56,2,15,2,3,0,4,1,40,0,1
47,2,11,2,12,0,4,1,40,0,0
29,2,11,2,6,0,2,1,40,0,0
37,2,11,2,6,0,4,1,46,0,0
33,2,11,5,7,4,4,0,40,0,0
51,4,14,0,9,1,4,1,80,0,1
24,2,8,2,6,0,4,1,40,0,0
37,4,8,4,7,3,4,0,40,0,0
40,2,15,0,3,1,4,1,40,0,0
34,2,12,4,3,3,4,1,40,0,0
69,0,1,6,0,1,4,0,20,0,0
41,4,8,0,7,4,4,0,10,0,0
40,2,11,2,2,0,4,1,40,0,0
57,2,15,4,5,3,2,1,40,0,0
26,2,9,2,3,0,4,1,55,0,0
53,2,11,2,2,0,4,1,46,0,1
39,2,9,0,3,1,4,1,55,0,0
51,0,9,6,0,1,4,0,40,0,0
56,0,9,2,3,0,4,1,40,1,1
51,2,0,5,0,4,2,0,40,0,0
17,2,2,4,9,3,4,1,20,0,0
42,2,15,0,0,3,4,0,40,0,0
33,2,9,2,9,0,4,1,40,0,1
43,2,15,0,6,1,4,1,40,0,0
64,4,14,2,9,0,4,1,9,0,1
40,2,11,0,13,1,4,1,60,0,1
21,2,4,4,5,1,4,1,40,1,0
31,2,15,2,3,0,4,1,40,0,0
60,2,8,6,3,4,1,0,40,0,1
32,2,2,2,11,0,4,1,40,0,1
27,2,11,4,2,3,2,1,20,0,0
40,2,11,2,3,5,4,0,40,0,0
27,2,11,2,7,5,4,0,40,0,1
18,2,15,4,7,3,4,1,30,0,0
43,2,11,5,7,1,2,0,40,0,0
52,2,11,2,6,0,4,1,48,0,1
31,2,11,4,7,1,4,1,85,0,0
28,2,11,2,13,0,4,1,60,0,0
44,2,12,4,9,1,4,0,35,0,0
37,4,15,2,4,0,4,1,84,0,0
35,2,9,2,3,0,4,1,50,0,1
42,2,6,5,2,4,2,1,40,0,0
18,2,0,4,7,3,2,1,10,0,0
54,0,11,2,0,0,4,1,40,0,1
56,2,15,0,0,1,4,0,45,1,0
27,2,15,4,11,4,4,1,50,0,0
26,2,9,4,0,3,4,0,40,1,0
41,1,15,2,2,0,4,1,40,0,0
32,2,15,0,6,4,4,0,40,0,0
18,2,11,4,0,3,4,0,30,0,0
36,2,11,2,5,0,4,1,65,0,0
37,2,0,4,5,1,4,1,40,0,0
31,2,4,4,4,3,4,1,25,1,0
46,2,9,2,3,0,4,1,51,0,0
24,2,11,0,6,1,4,1,40,0,0
25,3,9,4,3,3,1,1,35,1,0
55,2,4,2,2,0,4,1,50,0,0
64,1,11,6,3,1,4,1,40,0,0
30,1,9,4,9,1,4,0,40,0,0
65,2,12,4,9,1,4,1,99,0,0
46,0,9,0,9,1,4,1,40,0,0
18,2,15,4,11,3,4,0,25,0,0
32,2,9,2,3,0,4,1,40,0,0
34,5,10,2,9,0,4,1,45,1,1
24,2,15,4,11,2,4,1,35,0,0
36,2,0,4,5,1,4,0,34,0,0
44,2,5,2,6,0,3,1,40,1,0
23,2,15,4,0,1,4,0,60,0,0
57,2,11,2,2,0,4,1,55,0,0
41,4,15,2,11,0,4,1,60,1,1
20,1,11,2,10,0,2,1,30,1,0
32,2,15,2,2,0,4,1,36,0,0
38,3,9,4,2,1,4,0,20,0,0
29,2,11,4,13,1,4,0,45,0,0
22,2,11,4,2,3,4,1,40,0,0
21,2,15,4,11,3,1,1,30,1,0
45,5,12,0,3,1,4,1,45,0,0
76,1,11,6,7,1,4,0,13,0,0
45,2,9,2,6,0,4,1,40,0,1
49,1,12,5,9,4,4,0,70,0,0
36,1,8,4,10,1,2,0,60,0,1
22,2,1,4,2,3,4,1,35,0,0
47,2,8,0,9,4,4,0,44,0,0
26,2,11,1,11,0,4,1,55,0,0
21,2,15,0,2,3,4,1,40,0,0
27,2,11,4,13,3,4,0,15,0,0
26,2,9,4,7,1,4,1,40,0,0
20,2,8,4,12,3,4,0,25,0,0
31,4,12,4,9,1,4,1,45,1,0
57,1,12,0,7,4,2,0,40,0,0
39,2,1,0,11,2,4,0,40,0,0
66,2,15,2,3,0,4,1,45,0,0
34,1,15,2,2,0,4,1,40,0,0
21,2,11,4,7,2,4,0,40,0,0
49,1,7,0,0,1,4,0,30,0,0
42,2,1,2,13,0,2,1,40,0,0
59,2,11,2,13,0,4,1,45,0,0
63,2,15,0,7,1,4,0,40,0,0
26,2,11,4,2,2,4,1,40,0,0
41,2,6,0,7,2,4,0,35,0,0
19,2,11,4,7,3,4,1,20,0,0
45,1,1,2,7,5,4,0,25,0,0
47,2,11,2,7,5,4,0,30,0,1
47,2,11,0,0,1,4,0,40,0,0
34,2,8,2,2,0,4,1,40,1,0
36,2,11,0,13,1,4,1,40,0,0
53,2,11,6,2,4,4,1,40,0,1
39,2,11,0,5,1,4,1,40,0,0
52,4,8,2,2,0,4,1,40,0,0
59,2,8,4,2,1,1,1,40,0,0
50,2,11,2,2,0,4,1,50,0,1
31,2,9,2,12,0,1,1,40,0,1
41,4,15,2,3,0,4,1,40,0,1
45,2,7,6,12,4,4,1,40,0,1
54,1,12,0,9,1,4,0,40,0,0
22,2,11,4,4,1,4,1,25,0,0
43,2,11,0,0,1,4,0,40,0,0
48,1,9,2,9,0,4,1,40,0,0
26,2,11,2,0,0,4,1,40,0,0
53,2,9,2,2,0,4,1,40,0,1
32,5,11,2,2,0,4,1,49,0,1
46,2,11,2,2,0,2,1,40,0,0
52,1,11,0,0,1,4,0,45,0,0
44,2,11,0,0,1,4,0,40,0,0
57,2,11,2,3,0,4,1,40,0,0
35,2,11,4,7,4,2,0,40,0,0
30,2,7,4,12,1,4,0,40,0,0
29,2,15,4,5,1,4,1,35,0,0
28,2,0,4,5,1,4,1,40,0,0
30,2,15,5,0,4,2,0,40,0,0
17,2,0,4,7,3,4,1,12,0,0
54,1,0,2,0,0,4,1,40,0,0
31,2,15,2,0,0,4,1,40,0,0
37,2,6,2,5,0,4,1,50,0,0
34,2,11,0,2,1,0,1,48,0,1
38,2,9,2,9,0,4,1,40,1,0
51,2,15,2,3,0,4,1,45,0,0
41,2,11,4,3,1,1,1,60,0,0
24,2,15,4,5,1,4,1,40,0,0
33,2,11,4,2,3,1,1,40,0,0
31,2,0,2,6,0,4,1,40,0,0
27,2,15,4,5,1,2,1,50,0,0
32,4,9,2,11,2,4,1,45,0,0
35,2,7,2,3,0,4,1,40,1,0
43,2,15,2,2,0,4,1,45,0,1
40,2,11,0,7,4,4,0,36,0,0
19,4,11,4,7,3,4,1,53,0,0
23,2,7,4,5,3,4,1,32,0,0
40,2,11,5,6,4,4,1,40,0,0
59,2,11,0,2,1,4,1,38,0,1
43,2,11,2,2,0,4,1,40,0,0
53,2,11,6,6,1,4,0,40,0,0
26,2,11,2,11,0,4,1,40,0,0
41,2,9,2,11,0,4,1,48,0,1
32,4,11,0,2,4,4,1,40,0,0
25,5,9,4,3,1,4,1,40,0,0
20,2,11,4,7,3,4,1,40,0,0
22,2,15,4,7,1,4,1,15,0,0
33,2,0,2,2,0,4,1,40,0,0
26,1,15,2,7,2,4,1,40,0,0
29,2,11,4,7,4,2,0,25,0,0
20,2,11,4,11,3,4,0,23,0,0
58,2,15,0,9,4,4,0,40,0,0
32,2,11,0,6,1,4,1,40,0,0
23,2,7,4,7,1,4,0,25,0,0
30,2,6,2,7,0,4,1,40,1,0
67,5,15,2,4,0,4,1,8,0,0
26,2,7,4,0,4,4,0,32,0,0
53,4,11,2,3,0,4,1,35,0,0
27,1,11,2,13,0,4,1,60,0,0
29,6,15,2,4,3,4,1,65,0,0
38,5,10,2,9,0,4,1,40,0,1
17,2,6,4,7,3,2,0,40,0,0
48,2,12,2,12,0,4,1,40,0,1
28,2,7,2,3,5,4,0,40,0,0
18,2,15,4,11,3,4,1,15,0,0
28,2,15,0,11,1,4,1,30,0,0
34,2,15,2,2,0,4,1,40,0,0
62,2,11,2,9,0,4,1,40,0,1
46,2,4,2,6,0,4,1,40,1,0
30,2,15,0,0,4,4,0,40,0,0
20,2,15,4,13,3,4,1,40,0,0
55,2,15,2,0,0,2,1,25,0,0
20,2,15,4,9,3,4,1,24,0,0
54,2,0,2,13,0,2,1,40,0,0
27,2,0,4,2,1,4,1,30,0,0
43,2,15,4,0,1,4,1,55,0,0
48,5,12,0,10,1,4,1,72,0,0
34,2,9,4,3,3,4,1,40,0,0
29,2,9,4,9,1,4,0,40,0,0
37,2,8,0,11,4,4,0,40,0,0
56,2,15,2,9,0,4,1,40,0,1
58,2,0,2,2,0,4,1,40,0,1
54,3,9,2,11,0,2,1,40,1,0
45,2,15,5,2,1,4,1,41,0,0
29,3,11,2,7,0,4,1,40,0,0
26,2,7,2,0,5,4,0,40,0,0
43,2,11,2,0,0,2,1,40,0,1
33,1,11,2,7,0,4,1,40,0,0
25,2,15,4,11,1,4,1,30,0,0
25,2,11,2,2,0,4,1,40,0,0
37,2,7,2,0,0,4,1,40,0,0
20,2,11,4,3,1,4,1,25,0,0
17,2,0,4,11,3,4,0,20,0,0
27,1,11,4,4,3,4,1,40,0,0
26,2,11,4,7,2,2,0,40,0,0
55,2,4,2,6,0,4,1,40,1,0
39,2,1,2,9,0,4,1,60,0,0
41,2,11,5,7,1,4,0,40,0,0
34,2,3,2,2,0,4,1,40,1,0
51,2,8,2,3,0,4,1,50,0,1
40,2,15,0,6,3,4,1,40,0,0
23,2,11,4,11,1,4,0,40,0,0
45,1,12,2,9,0,4,1,50,0,1
43,5,15,0,3,4,4,1,40,0,0
58,2,11,2,2,0,4,1,50,0,0
33,2,11,0,6,1,4,1,40,0,0
60,1,8,2,7,0,4,1,40,0,0
24,2,11,4,11,3,1,1,40,1,0
45,2,11,0,3,1,4,0,46,0,0
49,2,11,0,0,1,4,0,40,0,0
19,2,2,4,0,1,4,0,40,0,0
34,5,15,3,0,4,1,0,38,1,0
42,5,9,0,0,1,4,1,40,0,0
25,2,11,4,8,1,4,0,50,0,0
19,2,1,4,7,2,4,1,30,0,0
31,5,9,4,9,1,4,0,40,0,0
58,0,9,4,9,1,4,1,48,0,0
47,4,11,2,3,0,4,1,50,0,1
30,2,9,4,11,1,4,1,40,0,1
41,2,5,2,2,0,1,1,40,1,0
44,2,9,2,11,0,4,1,50,0,1
44,2,15,4,0,1,2,0,40,0,0
24,2,9,4,3,3,2,0,40,0,0
28,2,11,2,2,0,4,1,43,0,0
50,2,11,3,3,4,4,0,10,0,0
33,2,15,2,2,0,4,1,40,0,1
23,1,9,4,9,2,4,0,50,0,0
46,2,0,2,5,0,4,1,40,0,0
21,5,15,4,12,3,4,1,10,0,0
52,2,6,5,7,1,2,0,30,0,0
26,2,9,4,9,1,4,1,50,0,0
27,5,9,4,12,1,4,1,12,0,0
28,2,1,4,6,4,4,0,40,1,0
50,3,9,2,11,0,4,1,60,0,1
28,2,11,2,2,0,4,1,35,0,0
61,4,1,2,3,0,4,1,20,0,0
32,2,5,5,11,4,4,0,35,0,0
30,0,15,4,2,1,4,1,40,0,0
51,1,9,0,0,1,4,0,40,0,0
28,2,15,0,7,2,2,1,24,0,0
49,2,7,2,9,0,4,1,45,0,1
61,4,5,2,13,0,4,1,30,0,0
41,4,9,2,3,0,4,1,60,0,1
55,2,11,6,7,4,4,0,30,0,0
36,2,9,2,9,5,4,0,40,0,0
21,2,15,4,0,3,4,0,40,0,0
57,4,15,2,13,0,4,1,45,0,1
59,2,1,2,0,0,4,1,40,0,0
41,2,15,5,11,1,4,1,80,0,1
59,2,15,2,2,0,4,1,40,0,0
20,2,11,4,7,3,4,1,25,0,0
42,2,15,0,0,1,2,0,40,0,0
41,1,12,0,9,4,4,0,60,0,0
45,0,9,2,3,0,4,1,50,0,1
42,1,7,2,3,5,4,0,45,0,1
25,2,9,2,9,0,4,1,40,0,0
39,2,11,2,2,0,4,1,40,0,0
34,2,11,2,2,0,4,1,40,0,1
22,4,15,4,2,1,4,1,40,0,0
44,2,11,0,12,1,4,1,50,0,1
53,3,15,6,11,4,4,0,40,0,0
27,2,6,2,10,0,4,1,40,1,0
60,2,11,5,7,1,4,0,25,0,0
56,2,11,0,0,4,4,0,32,0,0
19,2,0,4,5,3,4,1,39,0,0
38,2,11,2,7,0,4,1,40,0,0
40,0,15,2,12,0,4,1,40,0,1
52,2,7,2,3,0,4,1,55,0,1
22,2,15,2,3,5,4,0,40,0,0
32,5,11,0,7,1,4,0,25,0,0
27,2,9,4,3,3,4,0,40,0,0
25,2,9,4,9,3,4,0,40,1,0
36,2,12,2,9,0,3,1,40,1,1
22,2,2,4,5,3,0,1,40,0,0
32,4,11,2,2,0,4,1,45,0,0
37,2,9,5,3,4,2,0,40,0,0
22,2,11,4,9,3,4,1,54,0,0
29,2,11,2,0,5,4,0,40,0,1
42,2,13,4,5,1,4,1,25,0,0
45,2,8,4,11,1,4,0,38,0,0
33,2,9,0,0,1,4,0,45,0,0
39,2,15,5,9,4,4,0,40,0,0
27,2,2,4,6,1,4,1,45,0,0
53,1,9,2,9,5,4,0,50,0,1
30,2,9,4,7,1,4,0,40,0,0
52,4,15,6,2,1,2,1,35,0,0
47,1,12,4,9,1,4,1,35,0,1
61,2,11,2,10,0,2,1,40,1,0
39,1,12,0,9,1,2,1,40,1,0
47,2,15,0,11,4,4,1,50,0,0
19,2,11,2,2,0,4,1,25,0,0
31,2,11,2,2,0,4,1,51,0,0
69,4,8,2,11,0,4,1,8,0,0
29,2,11,2,6,0,4,1,40,0,0
24,2,15,4,6,3,3,1,14,0,0
42,2,11,5,5,4,4,1,40,1,0
30,1,9,2,10,0,4,1,72,0,1
28,2,12,3,11,1,4,0,80,0,1
27,2,8,4,5,1,4,1,40,0,0
53,2,11,0,3,1,2,0,40,0,0
22,2,2,2,13,0,4,1,40,0,0
25,2,11,5,10,3,2,1,40,0,0
27,2,9,4,0,4,4,0,35,0,0
30,2,6,2,7,0,4,1,37,0,0
27,2,9,0,9,3,4,0,50,0,0
25,2,9,4,9,1,4,1,40,0,0
32,2,11,4,6,1,4,0,40,0,0
70,2,0,6,2,4,4,1,45,0,0
50,2,11,2,3,0,4,1,40,0,0
40,2,15,2,7,5,4,0,35,0,0
34,2,1,3,2,1,2,1,55,0,0
57,4,11,2,2,0,4,1,50,0,0
39,2,12,4,7,1,4,0,32,0,0
49,2,15,0,7,4,4,0,40,0,0
26,2,11,4,0,1,4,0,45,0,0
31,2,15,0,0,4,2,0,40,1,0
60,4,15,2,11,0,4,1,50,0,0
27,2,14,4,9,3,4,0,40,0,0
31,2,15,2,0,5,2,0,40,0,0
59,2,11,6,3,4,4,0,50,0,0
18,2,15,4,7,3,4,0,24,0,0
22,2,15,2,3,0,4,1,45,0,0
24,2,7,2,11,3,4,0,20,0,0
53,5,0,2,13,0,4,1,40,0,1
43,2,11,2,5,0,4,1,42,0,1
24,2,15,2,12,0,4,1,50,0,1
60,2,0,6,12,4,4,0,40,0,0
24,2,11,2,2,0,4,1,40,0,0
52,0,11,4,0,1,2,1,40,0,0
32,2,8,2,13,0,4,1,99,0,1
34,2,0,5,7,1,4,0,35,0,0
35,1,7,2,10,0,4,1,40,0,1
38,2,6,3,5,1,4,1,40,1,0
53,1,14,4,9,1,4,0,50,0,1
23,2,11,4,0,1,4,0,40,0,0
40,2,15,2,0,0,4,1,40,0,0
40,2,11,2,2,0,4,1,40,0,0
50,2,11,2,4,0,4,1,60,0,1
17,2,0,4,11,3,4,0,20,0,0
32,2,9,0,2,1,4,1,50,0,1
18,2,1,4,11,3,4,1,16,0,0
62,2,0,0,7,3,4,0,40,0,0
45,2,12,2,7,0,4,1,40,0,0
46,2,10,2,9,0,4,1,70,0,0
73,4,5,2,4,0,4,1,40,0,0
64,2,10,2,9,0,4,1,60,0,1
26,2,9,2,9,5,4,0,45,0,1
23,2,11,4,11,1,4,1,48,0,0
30,2,11,4,6,2,4,1,40,1,0
51,2,15,0,0,4,4,0,40,0,0
35,4,9,0,3,4,4,0,55,0,0
35,3,12,2,9,0,1,1,40,1,1
41,2,11,6,6,1,4,0,40,0,0
40,2,9,2,11,0,4,1,50,0,1
46,1,14,2,9,0,1,1,40,1,1
31,2,11,4,7,1,4,0,30,0,0
41,3,15,0,6,1,4,0,40,1,0
23,2,11,4,11,3,4,1,40,0,0
49,2,15,2,0,0,4,1,45,0,1
53,2,8,0,12,1,2,1,40,0,0
36,2,7,0,3,4,1,0,40,1,0
32,2,15,4,2,4,4,1,72,1,0
20,2,1,4,13,2,4,1,40,1,0
22,2,15,4,12,2,1,0,32,0,0
25,2,8,4,2,4,0,1,40,0,0
24,2,15,4,4,1,4,1,20,0,0
20,2,3,4,4,1,4,1,30,1,0
60,4,15,2,3,0,4,1,40,0,1
20,2,11,4,7,2,4,1,30,0,0
52,2,15,2,3,0,4,1,45,0,1
36,2,11,2,13,5,4,0,40,0,1
46,1,9,2,9,0,1,1,40,1,1
22,2,1,4,11,4,4,0,25,0,0
19,2,15,4,3,3,4,0,35,0,0
37,2,11,4,11,4,4,1,40,0,0
30,2,8,0,11,1,4,0,40,0,1
44,2,7,4,2,1,4,1,25,0,0
22,2,11,4,11,1,4,1,45,1,0
17,2,1,4,0,3,4,1,40,0,0
21,2,11,4,5,1,4,1,40,0,0
67,2,12,2,3,0,4,1,40,0,1
46,2,5,0,3,1,4,1,40,0,0
29,2,11,0,5,3,4,1,50,0,0
20,2,15,4,5,3,4,0,6,0,0
27,2,15,4,7,3,4,1,24,0,0
35,2,15,2,2,0,4,1,40,0,1
19,2,15,4,0,3,4,0,30,0,0
36,2,2,5,7,4,4,0,40,1,0
62,5,9,0,9,1,4,1,40,0,0
18,2,1,4,7,3,4,0,15,0,0
37,2,9,0,3,1,4,1,40,0,0
27,2,15,4,2,1,2,1,40,0,0
46,1,12,0,9,4,4,0,43,0,0
33,2,9,2,3,5,4,0,40,0,1
62,2,11,2,2,0,4,1,40,0,0
28,2,0,2,6,0,4,1,40,0,0
22,2,15,4,11,3,4,0,35,0,0
34,2,11,2,2,0,4,1,72,0,0
62,2,9,2,11,0,4,1,20,0,1
30,2,15,2,5,0,4,1,40,1,0
19,2,11,4,7,3,4,1,20,0,0
27,2,8,4,6,4,4,1,45,0,0
36,2,15,2,2,0,4,1,50,0,1
52,2,9,2,6,0,4,1,40,0,1
47,2,2,3,3,1,4,0,55,0,0
57,1,11,0,10,1,4,0,40,0,0
64,2,15,3,3,4,4,0,40,0,0
53,2,1,6,7,3,4,0,47,0,0
53,2,9,2,2,0,4,1,44,0,1
31,2,15,5,11,4,1,1,40,1,0
45,1,11,5,7,4,2,0,40,0,0
45,5,11,0,0,2,4,0,40,0,0
23,2,15,4,7,1,4,0,28,0,0
39,1,12,2,9,0,4,1,72,0,0
31,2,8,2,3,0,4,1,40,0,0
35,4,9,2,4,0,4,1,45,0,0
55,4,9,2,3,0,4,1,40,0,1
31,2,11,2,2,0,4,1,40,0,0
58,3,1,2,13,0,4,1,60,0,0
46,4,11,6,7,2,4,0,40,0,0
38,2,8,2,2,0,4,1,40,0,0
48,4,11,2,2,0,4,1,60,1,0
73,2,9,2,9,0,4,1,15,0,0
25,2,9,2,0,0,4,1,45,0,1
53,0,15,0,4,1,4,1,40,0,0
37,2,9,4,9,1,2,0,40,0,0
30,2,11,2,5,0,4,1,50,0,0
29,2,11,2,6,0,4,1,40,0,0
29,5,15,2,10,0,4,1,40,0,0
58,2,12,2,3,0,4,1,40,0,1
42,4,5,2,7,5,2,0,50,0,0
62,1,6,0,10,1,2,1,24,0,0
38,2,9,2,11,0,4,1,40,0,1
36,4,9,2,11,0,4,1,50,0,1
42,4,5,2,11,0,4,1,30,0,0
42,4,15,4,2,4,4,1,40,0,0
43,2,15,2,0,5,2,0,38,0,1
37,2,8,2,2,0,4,1,40,0,1
27,2,9,4,12,1,2,0,40,1,0
54,2,4,3,6,4,4,1,40,1,0
29,2,11,4,7,4,4,0,30,0,0
29,2,11,2,6,0,4,1,38,0,0
37,2,15,0,7,1,4,1,47,0,0
55,3,15,2,11,0,4,1,40,0,0
67,2,11,2,8,5,2,0,20,0,0
51,2,11,6,5,1,4,1,30,0,0
35,2,12,4,9,4,4,0,32,0,0
64,4,11,6,7,2,4,0,40,0,0
23,2,4,4,5,1,4,1,55,1,0
49,2,9,4,7,1,1,0,35,1,0
38,4,9,2,9,0,4,1,70,0,0
62,2,11,4,5,2,2,0,40,0,0
62,4,5,2,2,0,4,1,10,0,0
45,4,12,0,2,1,4,1,40,0,0
20,2,7,4,11,3,4,0,40,0,0
38,2,11,2,6,0,4,1,48,0,0
50,3,9,2,0,0,4,1,40,0,0
40,2,15,2,0,0,2,1,55,0,1
30,2,11,2,2,0,4,1,70,0,0
52,0,15,5,3,1,4,0,40,0,0
28,4,9,4,9,1,2,1,50,0,1
62,4,11,2,13,0,4,1,30,0,0
31,2,11,0,7,4,4,0,40,0,0
40,2,11,2,3,0,4,1,40,0,1
53,2,15,2,11,0,4,1,40,0,1
42,2,2,4,4,3,4,1,40,0,0
26,2,15,2,7,0,4,1,25,0,0
51,2,11,2,13,0,4,1,40,0,1
49,2,12,2,9,0,4,1,50,0,1
43,2,11,2,6,0,4,1,40,0,0
42,2,15,0,4,1,4,1,40,0,0
31,2,1,3,11,3,1,0,40,1,0
26,2,11,2,13,0,3,1,40,0,0
50,2,9,5,9,4,1,0,40,1,0
35,2,11,2,6,0,4,1,40,0,0
37,2,15,4,12,2,4,0,40,0,0
20,2,15,4,11,3,4,1,16,0,0
31,1,14,2,9,0,4,1,40,0,1
28,2,11,4,2,1,4,1,35,0,0
46,2,11,2,12,0,2,1,40,0,1
21,2,15,4,9,3,4,0,8,0,0
30,2,9,4,3,1,4,1,70,0,1
66,3,9,2,3,0,4,1,70,0,0
37,3,15,2,11,0,4,1,60,0,1
74,5,5,6,5,1,4,0,20,0,0
46,5,15,2,10,0,2,1,70,0,1
47,3,9,2,3,0,4,1,50,0,1
49,2,9,0,3,4,4,0,40,0,0
53,2,11,0,2,4,2,0,48,0,0
24,2,8,4,6,1,4,1,40,0,0
54,2,11,2,13,0,4,1,50,0,0
32,2,15,4,2,3,4,1,40,0,0
45,2,15,2,11,0,4,1,45,0,0
37,5,15,0,7,1,4,1,65,0,0
48,5,12,2,9,0,4,1,61,0,1
25,2,9,4,0,1,4,0,40,0,0
27,2,15,4,0,4,4,0,40,0,0
69,2,11,6,0,4,4,1,8,0,0
38,2,9,2,11,0,4,1,52,0,1
47,2,2,4,0,2,2,0,40,0,0
30,4,15,4,0,1,4,0,60,0,0
27,2,14,4,9,1,4,0,45,0,0
19,2,15,4,11,3,4,1,35,0,0
24,2,1,2,2,0,4,1,50,0,1
32,2,9,4,9,1,4,0,40,0,0
38,2,11,2,5,0,2,1,40,0,0
19,2,13,4,4,1,4,1,36,1,0
28,2,15,4,5,1,4,1,40,0,0
39,1,12,4,9,1,4,0,55,0,0
38,4,15,5,11,1,1,1,60,1,0
42,2,11,2,6,5,4,0,40,0,1
31,2,15,2,0,5,4,0,40,0,1
46,2,6,5,6,1,4,0,40,1,0
53,2,15,6,3,1,4,0,54,0,0
21,2,7,4,5,3,4,1,15,0,0
48,4,11,2,11,0,4,1,50,0,0
30,2,11,2,13,0,4,1,45,0,0
24,2,11,4,0,2,2,1,40,1,0
32,2,0,4,2,1,4,1,50,0,0
30,2,11,0,7,1,4,0,40,0,0
57,5,10,0,9,4,4,0,50,0,0
56,2,5,4,0,1,4,1,40,0,0
27,2,11,4,3,1,2,0,37,0,0
38,2,9,2,6,0,4,1,40,1,0
19,2,11,4,0,3,4,1,40,0,0
61,4,15,2,0,0,4,1,50,0,1
49,2,8,0,12,4,4,0,40,0,0
28,2,11,2,2,0,4,1,38,0,0
50,3,12,2,9,0,4,1,55,0,1
43,2,9,2,2,0,4,1,84,0,1
34,2,11,4,6,4,2,0,48,0,0
28,2,1,2,2,0,4,1,40,0,0
31,2,15,2,2,0,4,1,40,0,0
55,2,11,6,6,4,2,0,44,0,0
26,2,9,2,3,5,4,0,45,0,1
51,1,10,2,9,5,2,0,40,0,1
35,2,11,2,2,0,4,1,40,0,0
42,2,7,3,3,4,1,0,31,1,0
31,2,12,4,9,1,4,1,30,0,0
22,1,11,4,4,3,4,1,20,0,0
67,2,11,0,13,1,4,1,60,0,0
63,2,11,6,7,4,4,0,24,0,0
31,2,11,2,6,0,4,1,40,0,1
17,2,1,4,9,3,4,1,40,0,0
41,1,11,2,13,0,2,1,40,0,0
53,1,5,2,13,0,4,1,38,0,0
44,1,15,2,10,0,2,1,99,0,0
24,2,9,4,4,1,4,1,40,0,0
35,2,8,0,12,3,4,1,35,0,0
61,2,15,2,12,5,4,0,40,0,1
31,2,7,4,9,2,1,0,40,1,0
56,2,11,2,11,0,4,1,36,0,1
66,2,7,0,0,4,4,0,40,0,0
45,2,15,2,2,0,1,1,40,1,0
64,2,11,2,2,0,4,1,40,0,0
38,2,11,2,0,5,4,0,36,0,1
43,1,15,5,2,1,2,1,40,0,0
37,2,11,0,2,1,4,1,49,0,0
19,2,11,4,0,3,4,0,16,0,0
59,4,11,2,3,0,4,1,40,0,0
50,0,15,2,0,0,4,1,40,0,0
33,2,9,2,3,0,4,1,50,0,1
56,2,15,2,12,0,4,1,45,0,1
28,2,8,2,11,0,4,1,40,0,0
27,2,11,2,0,5,4,0,34,0,0
34,2,11,2,7,0,4,1,40,0,0
19,2,1,4,11,3,4,1,30,0,0
68,4,11,2,3,0,4,1,40,0,1
28,2,12,2,9,0,4,1,38,0,1
22,4,11,4,4,3,4,1,40,0,0
58,2,7,0,0,1,4,0,40,0,0
31,2,15,4,6,1,4,0,25,0,0
17,1,1,4,10,3,4,1,30,0,0
23,2,15,4,7,3,1,0,23,0,0
25,2,2,4,7,2,4,1,40,0,0
47,2,11,4,2,1,4,1,40,0,0
39,2,9,2,3,5,4,0,60,0,1
44,2,11,2,2,0,4,1,40,0,0
46,2,8,2,9,0,4,1,40,0,1
38,4,15,2,4,0,4,1,35,0,0
23,2,11,4,6,3,4,1,30,0,0
34,2,9,3,9,1,4,0,35,0,0
33,2,11,4,2,1,4,1,40,0,1
38,2,11,6,7,4,4,0,20,0,0
52,4,8,2,3,0,4,1,40,0,0
50,2,11,0,11,1,4,0,33,0,0
35,2,9,2,7,0,4,1,40,0,0
44,2,11,4,11,2,4,0,15,0,0
